id,seiten
18780925,16
18780926,16
18780927,20
18780928,20
18780930,20
18781001,16
18781002,20
18781003,16
18781004,20
18781005,16
18781007,20
18781008,16
18781009,20
18781010,20
18781011,16
18781012,16
18781014,20
18781015,16
18781016,20
18781017,20
18781018,20
18781019,20
18781021,20
18781022,20
18781023,20
18781024,20
18781025,20
18781026,20
18781028,20
18781029,24
18781030,20
18781101,24
18781102,24
18781104,24
18781105,24
18781106,20
18781107,20
18781109,20
18781111,20
18781112,20
18781113,20
18781114,24
18781115,20
18781116,24
18781118,20
18781119,20
18781120,24
18781121,20
18781123,24
18781125,20
18781126,24
18781127,24
18781128,20
18781129,20
18781130,20
18781202,24
18781203,20
18781204,20
18781205,20
18781206,20
18781207,20
18781209,24
18781210,16
18781211,24
18781212,16
18781213,16
18781214,16
18781216,16
18781217,12
18781218,16
18781219,16
18781220,12
18781221,12
18781223,8
18781224,12
18781227,12
18781228,12
18781230,16
18781231,12
18790101,58
18790102,16
18790103,16
18790104,12
18790107,12
18790108,16
18790109,20
18790110,20
18790111,16
18790113,16
18790114,16
18790115,20
18790116,16
18790117,16
18790118,20
18790120,16
18790121,16
18790122,16
18790123,20
18790124,16
18790125,16
18790127,20
18790128,16
18790129,16
18790130,16
18790131,16
18790201,16
18790203,20
18790204,16
18790205,20
18790206,16
18790207,16
18790208,16
18790210,20
18790211,16
18790212,20
18790213,20
18790214,16
18790215,16
18790217,16
18790218,20
18790219,20
18790220,16
18790221,20
18790222,16
18790224,20
18790225,16
18790226,16
18790227,20
18790228,16
18790301,20
18790303,20
18790304,16
18790305,16
18790306,16
18790307,16
18790308,20
18790310,16
18790311,16
18790312,16
18790313,20
18790315,16
18790317,20
18790318,20
18790319,16
18790320,20
18790321,20
18790322,20
18790324,16
18790325,16
18790326,16
18790327,16
18790328,20
18790329,20
18790331,16
18790401,12
18790402,16
18790403,16
18790404,16
18790405,20
18790407,20
18790408,12
18790409,16
18790410,20
18790412,16
18790415,16
18790416,20
18790417,20
18790418,16
18790419,16
18790421,16
18790422,16
18790423,16
18790424,20
18790425,20
18790426,16
18790428,20
18790429,16
18790430,16
18790501,20
18790502,20
18790503,20
18790505,20
18790506,16
18790507,24
18790508,20
18790509,20
18790510,20
18790512,20
18790513,16
18790514,16
18790515,16
18790516,12
18790517,12
18790519,16
18790520,16
18790521,24
18790523,24
18790524,20
18790526,24
18790527,12
18790528,20
18790529,20
18790530,20
18790531,16
18790603,16
18790604,12
18790605,16
18790606,16
18790607,16
18790609,16
18790610,12
18790611,20
18790612,16
18790613,20
18790614,20
18790616,20
18790617,16
18790618,16
18790619,16
18790620,16
18790621,20
18790623,16
18790624,16
18790625,16
18790626,16
18790627,16
18790628,20
18790630,16
18790701,16
18790702,20
18790703,20
18790704,16
18790705,16
18790707,16
18790708,16
18790709,16
18790710,16
18790711,16
18790712,16
18790714,16
18790715,16
18790716,16
18790717,16
18790718,16
18790719,16
18790721,12
18790722,16
18790723,16
18790724,16
18790725,12
18790726,16
18790728,20
18790729,16
18790730,16
18790731,16
18790801,16
18790802,16
18790804,28
18790805,16
18790806,16
18790807,12
18790808,12
18790809,16
18790811,16
18790812,12
18790813,16
18790814,12
18790815,12
18790816,16
18790818,12
18790819,16
18790820,16
18790821,16
18790822,16
18790823,20
18790825,16
18790826,12
18790827,16
18790828,16
18790829,16
18790830,12
18790901,16
18790903,16
18790904,24
18790905,44
18790906,16
18790908,16
18790909,16
18790910,20
18790911,16
18790912,16
18790913,20
18790915,20
18790916,20
18790917,16
18790918,20
18790919,16
18790920,20
18790922,24
18790923,16
18790924,20
18790925,20
18790926,16
18790927,20
18790929,20
18790930,20
18791001,20
18791002,20
18791003,20
18791004,16
18791006,20
18791007,16
18791008,20
18791009,20
18791010,24
18791011,24
18791013,24
18791014,20
18791015,24
18791016,20
18791017,20
18791018,20
18791020,16
18791021,20
18791022,24
18791023,16
18791024,24
18791025,24
18791027,20
18791028,20
18791029,24
18791030,24
18791101,20
18791103,28
18791104,24
18791105,24
18791106,24
18791107,24
18791108,24
18791110,24
18791111,24
18791112,20
18791113,20
18791114,24
18791115,24
18791117,24
18791118,20
18791119,24
18791120,24
18791122,24
18791124,36
18791125,24
18791126,24
18791127,24
18791128,24
18791129,20
18791201,20
18791202,20
18791203,16
18791204,16
18791205,20
18791206,24
18791208,16
18791209,16
18791210,16
18791211,16
18791212,16
18791213,16
18791215,16
18791216,16
18791217,16
18791218,8
18791219,12
18791220,12
18791222,12
18791223,12
18791224,12
18791227,12
18791229,12
18791230,12
18791231,16
1880010101,54
18800102,18
18800103,14
18800105,32
18800107,16
18800108,16
18800109,16
18800110,16
18800112,16
18800113,16
18800114,20
18800115,16
18800116,16
18800117,20
18800119,16
18800120,16
18800121,16
18800122,16
18800123,16
18800124,20
18800126,16
18800127,16
18800128,20
18800129,16
18800130,20
18800131,16
18800202,16
18800203,16
18800204,20
18800205,16
18800206,16
18800207,16
18800209,20
18800210,16
18800211,20
18800212,20
18800213,20
18800214,16
18800216,20
18800217,20
18800218,20
18800219,16
18800220,20
18800221,16
18800223,20
18800224,20
18800225,20
18800226,20
18800228,20
18800301,20
18800302,24
18800303,20
18800304,20
18800305,20
18800306,20
18800308,16
18800309,16
18800310,20
18800311,20
18800312,20
18800313,20
18800315,20
18800316,20
18800317,20
18800318,16
18800319,20
18800320,16
18800322,20
18800323,16
18800324,16
18800325,16
18800327,20
18800330,20
18800331,20
18800401,20
18800402,16
18800403,16
18800405,16
18800406,16
18800407,20
18800408,16
18800409,16
18800410,14
18800412,20
18800413,16
18800414,20
18800415,16
18800416,16
18800417,20
18800419,16
18800420,20
18800421,20
18800422,20
18800423,20
18800424,16
18800426,20
18800427,16
18800428,20
18800429,16
18800430,16
18800501,20
18800503,20
18800504,16
18800505,20
18800507,16
18800508,16
18800510,20
18800511,16
18800512,16
18800513,16
18800514,16
18800515,20
18800518,16
18800519,16
18800520,20
18800521,40
18800522,20
18800524,16
18800525,16
18800526,16
18800527,16
18800529,24
18800531,20
18800601,20
18800602,20
18800603,20
18800604,20
18800605,20
18800607,16
18800608,16
18800609,20
18800610,16
18800611,20
18800612,16
18800614,16
18800615,16
18800616,16
18800617,16
18800618,20
18800619,20
18800621,16
18800622,12
18800623,16
18800624,16
18800625,16
18800626,20
18800628,20
18800629,12
18800630,16
18800701,16
18800702,16
18800717,16
18800719,28
18800720,16
18800721,12
18800722,16
18800723,12
18800724,12
18800726,12
18800727,12
18800728,12
18800729,16
18800730,16
18800731,16
18800802,12
18800803,12
18800804,12
18800805,16
18800806,16
18800807,16
18800809,16
18800810,16
18800811,16
18800814,16
18800816,20
18800817,16
18800818,16
18800819,16
18800820,16
18800821,20
18800823,16
18800824,16
18800825,16
18800826,16
18800827,16
18800828,20
18800830,16
18800831,16
18800901,16
18800903,20
18800904,20
18800906,20
18800907,16
18800908,20
18800909,40
18800910,20
18800911,24
18800913,16
18800914,16
18800915,16
18800916,20
18800917,20
18800918,20
18800920,20
18800921,16
18800922,20
18800923,20
18800924,20
18800925,20
18800927,24
18800928,20
18800929,24
18800930,20
18801001,20
18801002,20
18801004,16
18801005,20
18801006,20
18801007,20
18801008,20
18801009,24
18801011,20
18801012,20
18801014,20
18801015,20
18801016,20
18801018,24
18801019,20
18801020,20
18801021,24
18801022,24
18801023,20
18801025,24
18801026,16
18801027,24
18801028,20
18801029,24
18801030,20
18801101,24
18801102,20
18801103,24
18801104,20
18801105,24
18801106,24
18801108,24
18801109,20
18801110,24
18801111,24
18801112,20
18801113,24
18801115,20
18801116,24
18801117,24
18801118,24
18801120,28
18801122,24
18801123,28
18801124,28
18801125,24
18801126,24
18801127,24
18801129,20
18801130,24
18801201,24
18801202,32
18801203,20
18801204,20
18801206,20
18801207,20
18801208,20
18801209,16
18801210,20
18801211,20
18801213,20
18801214,16
18801215,20
18801216,16
18801217,16
18801218,16
18801220,16
18801221,12
18801222,16
18801223,12
18801224,12
18801227,12
18801228,12
18801229,16
18801230,16
18801231,16
1881010101,8
18810103,20
18810104,16
18810105,16
18810107,16
18810108,20
18810110,24
18810111,16
18810112,20
18810113,16
18810114,16
18810115,16
18810117,20
18810118,20
18810119,20
18810120,20
18810121,16
18810122,20
18810124,16
18810125,16
18810126,16
18810127,20
18810128,16
18810129,20
18810131,16
18810201,16
18810202,20
18810203,16
18810204,20
18810205,20
18810207,16
18810208,16
18810209,24
18810210,20
18810211,16
18810212,20
18810214,20
18810215,16
18810216,20
18810217,20
18810218,16
18810219,20
18810221,20
18810222,16
18810223,20
18810224,16
18810225,20
18810226,20
18810228,20
18810301,16
18810302,20
18810303,16
18810304,16
18810305,20
18810307,20
18810308,20
18810309,20
18810310,20
18810312,20
18810314,24
18810315,16
18810316,24
18810317,20
18810319,20
18810321,20
18810322,24
18810323,16
18810324,24
18810325,20
18810326,20
18810328,20
18810329,16
18810330,20
18810331,20
18810401,20
18810402,20
18810404,24
18810405,16
18810406,20
18810407,16
18810408,16
18810409,20
18810411,16
18810412,20
18810413,20
18810414,20
18810416,20
18810419,20
18810420,20
18810421,16
18810422,20
18810423,16
18810425,16
18810426,12
18810427,20
18810428,16
18810429,16
18810430,16
18810502,20
18810503,20
18810504,16
18810505,20
18810506,20
18810507,16
18810509,24
18810510,16
18810511,20
18810512,20
18810513,20
18810514,20
18810516,20
18810517,16
18810518,20
18810519,16
18810520,12
18810521,20
18810523,20
18810524,16
18810525,20
18810527,20
18810528,20
18810530,36
18810531,16
18810601,16
18810602,16
18810603,16
18810604,16
18810607,20
18810608,20
18810609,20
18810610,16
18810611,16
18810613,20
18810614,16
18810615,24
18810616,20
18810617,20
18810618,20
18810620,20
18810621,16
18810622,20
18810623,24
18810624,20
18810625,20
18810627,20
18810628,16
18810629,24
18810630,16
18810701,16
18810702,20
18810704,20
18810705,16
18810706,20
18810707,20
18810708,16
18810709,20
18810711,20
18810712,16
18810713,16
18810714,20
18810715,16
18810716,16
18810718,16
18810719,16
18810720,20
18810721,16
18810722,16
18810723,24
18810725,16
18810726,16
18810727,20
18810728,16
18810729,16
18810730,16
18810801,16
18810802,16
18810803,16
18810804,16
18810805,16
18810806,16
18810808,28
18810809,12
18810810,16
18810811,16
18810812,16
18810813,16
18810815,16
18810816,16
18810817,16
18810818,16
18810819,16
18810820,16
18810822,20
18810823,16
18810824,12
18810825,16
18810826,20
18810827,20
18810829,16
18810830,12
18810831,16
18810901,24
18810903,16
18810905,24
18810906,20
18810907,24
18810908,40
18810909,24
18810910,20
18810912,20
18810913,16
18810914,20
18810915,20
18810916,20
18810917,20
18810919,20
18810920,20
18810921,20
18810922,20
18810923,20
18810924,24
18810926,24
18810927,20
18810928,20
18810929,24
18810930,20
18811001,24
18811003,24
18811004,24
18811005,28
18811006,24
18811007,24
18811008,24
18811010,24
18811011,20
18811012,28
18811013,24
18811014,28
18811015,28
18811017,20
18811018,20
18811019,24
18811020,20
18811021,24
18811022,24
18811024,28
18811025,20
18811026,28
18811027,24
18811028,24
18811029,28
18811101,28
18811102,20
18811103,24
18811104,28
18811105,24
18811107,24
18811108,24
18811109,32
18811110,28
18811111,28
18811112,28
18811114,28
18811115,24
18811116,28
18811117,28
18811119,28
18811121,28
18811122,28
18811123,24
18811124,28
18811125,28
18811126,28
18811128,28
18811129,28
18811130,28
18811201,24
18811202,24
18811203,20
18811205,24
18811206,24
18811207,24
18811208,20
18811209,20
18811210,24
18811212,16
18811213,16
18811214,20
18811215,16
18811216,16
18811217,16
18811219,16
18811220,12
18811221,16
18811222,16
18811223,12
18811224,12
18811227,12
18811228,16
18811229,20
18811230,2
18820102,24
18820103,12
18820104,20
18820105,16
18820107,16
18820109,24
18820110,20
18820111,16
18820112,20
18820113,20
18820114,24
18820116,20
18820117,16
18820118,20
18820119,16
18820120,16
18820121,20
18820123,20
18820124,16
18820125,20
18820126,20
18820127,20
18820128,20
18820130,20
18820131,20
18820201,20
18820202,20
18820203,16
18820204,20
18820206,16
18820207,16
18820208,20
18820209,20
18820210,20
18820211,20
18820213,20
18820214,16
18820215,20
18820216,20
18820217,20
18820218,16
18820220,20
18820221,16
18820222,20
18820223,20
18820224,16
18820225,20
18820227,16
18820228,20
18820301,20
18820302,16
18820303,20
18820304,16
18820306,20
18820307,20
18820308,16
18820309,24
18820311,24
18820313,20
18820314,20
18820315,20
18820316,20
18820317,20
18820318,20
18820320,20
18820321,20
18820322,20
18820323,20
18820324,16
18820325,20
18820327,20
18820328,20
18820329,20
18820330,20
18820331,20
18820401,16
18820403,20
18820404,16
18820405,20
18820406,20
18820408,16
18820411,20
18820412,36
18820413,24
18820414,20
18820415,20
18820417,16
18820418,12
18820419,20
18820420,16
18820421,20
18820422,16
18820424,20
18820425,16
18820426,20
18820427,20
18820428,24
18820429,20
18820501,20
18820502,20
18820503,20
18820504,20
18820505,20
18820506,22
18820508,20
18820509,16
18820510,20
18820511,16
18820512,20
18820513,16
18820515,16
18820516,16
18820517,28
18820519,20
18820520,20
18820522,20
18820523,20
18820524,20
18820525,16
18820526,20
18820527,20
18820530,12
18820531,16
18820601,20
18820602,16
18820603,16
18820605,20
18820606,16
18820607,16
18820608,16
18820609,16
18820610,16
18820612,20
18820613,12
18820614,20
18820615,20
18820616,16
18820617,16
18820619,20
18820620,20
18820621,20
18820622,20
18820623,16
18820624,16
18820626,20
18820627,16
18820628,16
18820629,20
18820630,16
18820701,20
18820703,16
18820704,16
18820705,12
18820706,16
18820707,16
18820708,16
18820710,16
18820711,20
18820713,16
18820714,16
18820715,16
18820717,16
18820718,12
18820719,16
18820720,16
18820721,12
18820722,16
18820724,16
18820725,12
18820726,16
18820727,16
18820728,16
18820729,16
18820731,16
18820801,12
18820802,20
18820803,16
18820804,12
18820805,16
18820807,16
18820808,16
18820809,16
18820810,16
18820811,16
18820812,16
18820814,20
18820815,12
18820816,16
18820817,16
18820818,16
18820819,16
18820821,16
18820822,16
18820823,20
18820824,20
18820825,16
18820826,20
18820828,20
18820829,20
18820830,24
18820831,20
18820901,20
18820904,24
18820905,24
18820906,20
18820907,16
18820908,24
18820909,20
18820911,20
18820912,16
18820913,24
18820914,20
18820915,20
18820916,20
18820918,16
18820919,20
18820920,40
18820921,20
18820922,16
18820923,20
18820925,20
18820926,16
18820927,20
18820928,16
18820929,20
18820930,16
18821002,24
18821003,16
18821004,28
18821005,16
18821006,20
18821007,24
18821009,20
18821010,20
18821011,24
18821012,24
18821013,20
18821014,20
18821016,24
18821017,20
18821018,24
18821019,20
18821020,24
18821021,24
18821023,24
18821024,24
18821025,24
18821026,20
18821027,20
18821028,24
18821030,28
18821101,32
18821102,28
18821103,28
18821104,28
18821106,28
18821107,20
18821108,24
18821109,20
18821110,24
18821111,24
18821113,24
18821114,20
18821115,24
18821116,24
18821117,24
18821118,24
18821120,28
18821121,20
18821122,28
18821123,24
18821125,28
18821127,24
18821128,28
18821129,24
18821130,32
18821201,32
18821202,28
18821204,24
18821205,20
18821206,20
18821207,20
18821208,20
18821209,20
18821211,20
18821212,20
18821213,16
18821214,16
18821215,20
18821216,16
18821218,16
18821219,16
18821220,16
18821221,12
18821222,12
18821223,12
18821227,16
18821228,12
18821229,12
18821230,16
18830102,20
18830103,16
18830104,16
18830105,20
18830108,20
18830109,16
18830110,20
18830111,20
18830112,20
18830113,20
18830115,20
18830116,16
18830117,20
18830118,20
18830119,16
18830120,20
18830122,16
18830123,20
18830124,20
18830125,20
18830126,16
18830127,20
18830129,20
18830130,24
18830131,20
18830201,20
18830202,20
18830203,20
18830205,20
18830206,16
18830207,20
18830208,20
18830209,16
18830210,16
18830212,24
18830213,16
18830214,20
18830215,20
18830216,20
18830217,20
18830219,20
18830220,20
18830221,20
18830222,20
18830224,20
18830226,24
18830227,20
18830228,20
18830301,24
18830302,20
18830303,20
18830305,20
18830306,20
18830307,20
18830308,20
18830309,20
18830310,20
18830312,20
18830313,20
18830314,20
18830315,20
18830316,20
18830317,20
18830319,20
18830320,20
18830321,24
18830322,20
18830324,24
18830326,20
18830328,24
18830329,18
18830330,16
18830331,16
18830402,16
18830403,16
18830404,20
18830405,16
18830406,20
18830407,20
18830409,20
18830410,16
18830411,20
18830412,16
18830413,20
18830414,20
18830416,20
18830417,20
18830418,20
18830419,20
18830420,20
18830421,20
18830423,20
18830424,16
18830425,20
18830426,16
18830427,16
18830428,20
18830430,28
18830501,16
18830502,20
18830504,20
18830505,20
18830507,22
18830508,20
18830509,20
18830510,20
18830511,20
18830512,20
18830515,20
18830516,16
18830517,16
18830518,16
18830519,20
18830521,20
18830522,20
18830523,20
18830524,16
18830525,20
18830526,20
18830528,20
18830529,16
18830530,20
18830531,20
18830601,20
18830602,20
18830604,16
18830605,16
18830606,20
18830607,20
18830608,20
18830609,16
18830611,20
18830612,16
18830613,20
18830614,20
18830615,20
18830616,20
18830618,16
18830619,16
18830620,20
18830621,20
18830622,20
18830623,16
18830625,16
18830626,16
18830627,16
18830628,16
18830629,16
18830630,16
18830702,20
18830703,16
18830704,16
18830705,12
18830706,16
18830707,16
18830709,20
18830710,12
18830711,16
18830712,16
18830713,16
18830714,16
18830716,16
18830724,12
18830726,16
18830728,16
18830731,16
18830822,20
18830823,16
18830825,20
18830827,20
18830828,16
18830829,16
18830830,16
18830831,16
18830901,20
18830903,20
18830904,16
18830905,20
18830906,20
18830907,20
18830908,24
18830910,24
18830911,16
18830912,20
18830913,16
18830914,20
18830915,20
18830917,20
18830918,16
18830919,24
18830920,16
18830921,20
18830922,24
18830924,24
18830925,40
18830926,24
18830927,20
18830928,20
18830929,20
18831001,28
18831002,20
18831003,20
18831004,20
18831005,24
18831006,24
18831008,20
18831009,20
18831010,24
18831011,24
18831012,24
18831013,28
18831015,24
18831016,28
18831017,24
18831018,20
18831019,20
18831020,24
18831022,24
18831023,24
18831024,24
18831025,24
18831026,24
18831027,24
18831029,24
18831030,28
18831101,24
18831102,24
18831103,28
18831105,24
18831106,20
18831107,24
18831108,28
18831109,28
18831112,32
18831113,24
18831114,28
18831115,24
18831116,24
18831117,28
18831119,24
18831120,24
18831121,28
18831122,28
18831124,32
18831126,32
18831127,24
18831128,28
18831129,24
18831130,28
18831201,24
18831203,24
18831204,24
18831205,24
18831206,24
18831207,28
18831208,20
18831210,24
18831211,16
18831212,20
18831213,20
18831214,16
18831215,20
18831217,20
18831218,16
18831219,16
18831220,16
18831221,12
18831222,12
18831224,12
18831227,16
18831228,12
18831229,12
18831231,20
1884010101,8
18840102,28
18840103,16
18840104,12
18840105,16
18840107,16
18840108,20
18840109,20
18840110,16
18840111,20
18840112,20
18840114,20
18840115,20
18840116,24
18840117,20
18840118,20
18840119,20
18840121,20
18840122,20
18840123,20
18840124,24
18840125,20
18840126,20
18840128,20
18840129,16
18840130,20
18840131,20
18840201,20
18840202,16
18840204,20
18840205,16
18840206,20
18840207,20
18840208,20
18840209,20
18840211,20
18840212,16
18840213,24
18840214,16
18840215,16
18840216,20
18840218,20
18840219,20
18840220,24
18840221,20
18840222,24
18840223,20
18840225,20
18840226,20
18840227,24
18840228,44
18840229,16
18840301,20
18840303,20
18840304,20
18840305,24
18840306,24
18840307,20
18840308,20
18840310,20
18840311,20
18840312,28
18840313,24
18840315,20
18840317,24
18840318,24
18840319,20
18840320,20
18840321,20
18840322,20
18840324,20
18840325,20
18840326,20
18840327,20
18840328,16
18840329,24
18840331,20
18840401,16
18840402,20
18840403,16
18840404,16
18840405,20
18840407,16
18840408,24
18840409,20
18840410,24
18840412,20
18840415,24
18840416,20
18840417,20
18840418,16
18840419,20
18840421,16
18840422,20
18840423,20
18840424,20
18840425,20
18840426,20
18840428,19
18840429,12
18840430,20
18840501,20
18840502,20
18840503,16
18840505,24
18840506,20
18840507,20
18840508,28
18840509,16
18840510,28
18840512,24
18840513,16
18840514,20
18840515,16
18840516,16
18840517,20
18840519,32
18840520,16
18840521,24
18840523,20
18840524,24
18840526,20
18840527,24
18840528,24
18840529,20
18840530,16
18840531,20
18840603,20
18840604,20
18840605,20
18840606,16
18840607,24
18840609,24
18840610,20
18840611,20
18840612,20
18840613,20
18840614,20
18840616,20
18840617,16
18840618,24
18840619,36
18840620,20
18840621,20
18840623,20
18840624,20
18840625,20
18840626,20
18840627,20
18840628,20
18840630,20
18840701,18
18840702,16
18840703,16
18840704,20
18840705,16
18840707,20
18840708,20
18840709,20
18840710,16
18840711,16
18840712,20
18840714,20
18840715,16
18840716,20
18840717,16
18840718,16
18840719,16
18840721,16
18840722,16
18840723,16
18840724,16
18840725,12
18840726,16
18840728,16
18840729,12
18840730,20
18840731,12
18840801,16
18840802,16
18840804,16
18840805,16
18840806,16
18840807,12
18840808,16
18840809,16
18840811,16
18840812,12
18840813,20
18840814,16
18840815,20
18840816,16
18840818,20
18840819,16
18840820,24
18840821,16
18840822,20
18840823,20
18840825,20
18840826,16
18840827,20
18840828,16
18840829,20
18840830,20
18840901,20
18840903,24
18840904,24
18840905,44
18840906,24
18840908,24
18840909,20
18840910,24
18840911,20
18840912,20
18840913,20
18840915,24
18840916,24
18840917,20
18840918,20
18840919,20
18840920,24
18840922,24
18840923,24
18840924,20
18840925,20
18840926,24
18840927,20
18840929,16
18840930,16
18841001,24
18841002,24
18841003,20
18841004,24
18841006,24
18841007,16
18841008,20
18841009,24
18841010,20
18841011,20
18841013,20
18841014,24
18841015,24
18841016,20
18841017,24
18841018,24
18841020,24
18841021,24
18841022,24
18841023,24
18841024,24
18841025,24
18841027,24
18841028,24
18841029,20
18841030,24
18841101,24
18841103,24
18841104,28
18841105,28
18841106,28
18841107,28
18841108,28
18841110,24
18841111,20
18841112,24
18841113,24
18841114,24
18841115,24
18841117,24
18841118,20
18841119,24
18841120,28
18841122,28
18841124,24
18841125,32
18841126,36
18841127,20
18841128,28
18841129,28
18841201,24
18841202,24
18841203,28
18841204,20
18841205,24
18841206,20
18841208,24
18841209,20
18841210,24
18841211,24
18841212,16
18841213,16
18841215,16
18841216,20
18841217,16
18841218,12
18841219,16
18841220,12
18841222,12
18841223,16
18841224,12
18841227,12
18841229,16
18841230,16
18841231,16
18850101,20
1885010101,12
18850103,16
18850105,20
18850107,20
18850108,20
18850109,16
18850110,20
18850112,20
18850113,20
18850114,24
18850115,24
18850116,20
18850117,24
18850119,24
18850120,16
18850121,20
18850122,20
18850123,20
18850124,20
18850126,18
18850127,20
18850128,20
18850129,16
18850130,20
18850131,20
18850202,20
18850203,16
18850204,16
18850205,16
18850206,20
18850207,16
18850209,20
18850210,20
18850211,24
18850212,24
18850213,20
18850214,20
18850216,20
18850217,24
18850218,20
18850219,20
18850220,28
18850221,20
18850223,20
18850224,20
18850225,24
18850226,20
18850227,20
18850228,20
18850302,24
18850303,20
18850304,20
18850305,20
18850307,24
18850309,24
18850310,24
18850311,32
18850312,24
18850313,24
18850314,28
18850316,20
18850317,20
18850318,28
18850319,24
18850320,24
18850321,28
18850323,24
18850324,20
18850325,20
18850326,24
18850327,20
18850328,20
18850330,24
18850331,16
18850401,24
18850402,20
18850404,16
18850407,20
18850408,16
18850409,24
18850410,20
18850411,20
18850413,24
18850414,20
18850415,24
18850416,20
18850417,20
18850418,20
18850420,24
18850421,16
18850422,24
18850423,24
18850424,16
18850425,20
18850427,24
18850428,24
18850429,24
18850430,24
18850501,20
18850502,20
18850504,20
18850505,16
18850506,16
18850507,16
18850508,20
18850509,20
18850511,36
18850512,20
18850513,24
18850515,28
18850516,24
18850518,20
18850519,20
18850520,24
18850521,20
18850522,20
18850523,24
18850526,20
18850527,24
18850528,20
18850529,20
18850530,20
18850601,20
18850602,16
18850603,24
18850604,20
18850605,20
18850606,16
18850608,20
18850609,16
18850610,20
18850611,20
18850612,20
18850613,20
18850615,20
18850616,16
18850617,20
18850618,16
18850619,20
18850620,16
18850622,20
18850623,16
18850624,20
18850625,20
18850626,16
18850627,20
18850629,20
18850630,16
18850701,24
18850702,16
18850703,16
18850704,24
18850706,20
18850707,16
18850708,20
18850709,20
18850710,16
18850711,16
18850713,20
18850714,20
18850715,20
18850716,16
18850717,16
18850718,20
18850720,20
18850721,16
18850722,24
18850723,20
18850724,16
18850725,16
18850727,20
18850728,16
18850729,16
18850730,16
18850731,16
18850801,16
18850803,16
18850804,16
18850805,20
18850806,16
18850807,16
18850808,20
18850810,20
18850811,12
18850812,20
18850813,12
18850814,20
18850815,20
18850817,16
18850818,16
18850819,16
18850820,20
18850821,16
18850822,20
18850824,20
18850825,16
18850826,20
18850827,20
18850828,16
18850829,24
18850831,20
18850901,24
18850903,24
18850904,24
18850905,48
18850907,28
18850908,24
18850909,24
18850910,20
18850911,20
18850912,24
18850914,24
18850915,20
18850916,20
18850917,20
18850918,20
18850919,28
18850921,24
18850922,20
18850923,24
18850924,24
18850925,20
18850926,24
18850928,24
18850929,20
18850930,24
18851001,32
18851002,28
18851003,28
18851005,28
18851006,28
18851007,36
18851008,24
18851009,24
18851010,32
18851012,28
18851013,20
18851014,28
18851015,28
18851016,28
18851017,28
18851019,32
18851020,28
18851021,28
18851022,28
18851023,24
18851024,28
18851026,32
18851027,24
18851028,28
18851029,24
18851030,32
18851102,32
18851103,32
18851104,32
18851105,28
18851106,32
18851107,32
18851109,32
18851110,32
18851111,32
18851112,28
18851113,28
18851114,32
18851116,36
18851117,36
18851118,32
18851119,40
18851121,32
18851123,36
18851124,32
18851125,40
18851126,28
18851127,36
18851128,28
18851130,32
18851201,28
18851202,28
18851203,32
18851204,32
18851205,32
18851207,28
18851208,20
18851209,24
18851210,24
18851211,24
18851212,20
18851214,24
18851215,16
18851216,24
18851217,16
18851218,20
18851219,20
18851221,16
18851222,12
18851223,16
18851224,16
18851228,16
18851229,16
18851230,12
18851231,20
18860102,28
18860104,24
18860105,16
18860107,24
18860108,24
18860109,24
18860111,24
18860112,20
18860113,20
18860114,20
18860115,20
18860116,20
18860118,20
18860119,24
18860120,24
18860121,16
18860122,24
18860123,24
18860125,24
18860126,24
18860127,24
18860128,24
18860129,20
18860130,20
18860201,24
18860202,24
18860203,24
18860204,20
18860205,24
18860206,20
18860208,28
18860209,20
18860210,28
18860211,20
18860212,24
18860213,20
18860215,24
18860216,24
18860217,28
18860218,24
18860219,20
18860220,24
18860222,20
18860223,24
18860224,20
18860225,20
18860226,20
18860227,24
18860301,24
18860302,20
18860303,24
18860304,20
18860305,20
18860306,24
18860308,28
18860309,20
18860310,24
18860311,24
18860312,24
18860313,24
18860315,28
18860316,20
18860317,24
18860318,24
18860319,20
18860320,28
18860322,28
18860323,20
18860324,28
18860325,24
18860327,24
18860329,28
18860330,24
18860331,24
18860401,20
18860402,24
18860403,24
18860405,28
18860406,20
18860407,32
18860408,24
18860409,20
18860410,24
18860412,28
18860413,24
18860414,28
18860415,20
18860416,24
18860417,28
18860419,24
18860420,20
18860421,28
18860422,20
18860424,28
18860427,28
18860428,28
18860429,20
18860430,20
18860501,24
18860503,24
18860504,20
18860505,16
18860506,24
18860507,24
18860508,24
18860510,28
18860511,24
18860512,28
18860513,28
18860514,24
18860515,28
18860517,28
18860518,24
18860519,21
18860520,24
18860521,20
18860522,32
18860524,24
18860525,24
18860526,20
18860527,20
18860528,28
18860529,24
18860531,28
18860601,24
18860602,28
18860604,24
18860605,24
18860607,24
18860608,24
18860609,24
18860610,24
18860611,24
18860612,24
18860615,20
18860616,24
18860617,20
18860618,24
18860619,24
18860621,24
18860622,20
18860623,24
18860624,20
18860625,20
18860626,24
18860628,24
18860629,20
18860630,32
18860701,24
18860702,24
18860703,24
18860707,24
18860708,20
18860709,20
18860710,24
18860712,24
18860713,20
18860714,24
18860715,20
18860716,20
18860717,24
18860719,24
18860720,24
18860721,28
18860722,20
18860723,20
18860724,20
18860726,24
18860727,24
18860728,20
18860729,20
18860730,20
18860731,24
18860802,28
18860803,20
18860804,24
18860805,20
18860806,20
18860807,24
18860809,24
18860810,20
